source,target,relation
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1146""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1198""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1093""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:826""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:69""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1290""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:239""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:807""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:931""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1336""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1298""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1164""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:708""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1305""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:906""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:899""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:154""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:785""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1364""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1180""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1189""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1023""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1156""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1289""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1202""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:841""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:760""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:87""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1218""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:820""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1334""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:126""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:855""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:869""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1022""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:720""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1374""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1163""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1027""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1360""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1076""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:980""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1309""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:138""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:367""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:789""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1301""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:769""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1323""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:147""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1338""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:626""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:123""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1312""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1091""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:244""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1410""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1212""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1413""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:950""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:943""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1194""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:857""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:741""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1423""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1302""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1078""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:992""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:676""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1209""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:216""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1225""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1024""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:881""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1070""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:97""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:679""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:794""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1378""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:862""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1321""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:419""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1399""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:998""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:971""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:937""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:911""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1018""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1095""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:914""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1089""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1414""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:70""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:726""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1148""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1420""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1382""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:723""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1207""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:867""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:354""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1021""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1396""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1217""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:991""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:899""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:755""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1223""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:903""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:718""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1181""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:917""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:355""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1097""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1322""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1091""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:829""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:899""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:746""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:836""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:498""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1396""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:830""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1223""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:833""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:96""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:925""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:626""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1162""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:854""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:819""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1198""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:356""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1231""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:357""","""4:964ea883-2693-4303-b60b-a2ba95416a01:149""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:357""","""4:964ea883-2693-4303-b60b-a2ba95416a01:13""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:358""","""4:964ea883-2693-4303-b60b-a2ba95416a01:126""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:359""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1187""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:361""","""4:964ea883-2693-4303-b60b-a2ba95416a01:867""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:745""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:868""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1393""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:756""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:983""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1384""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:986""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:883""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:363""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:362""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1137""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1231""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1099""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1343""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1402""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:20""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:925""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:67""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:836""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1253""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1149""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1180""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1116""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1207""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:969""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:772""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1336""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:1088""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:854""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:704""","""CAPEC_TO_TECHNIQUE"""
"""4:964ea883-2693-4303-b60b-a2ba95416a01:364""","""4:964ea883-2693-4303-b60b-a2ba95416a01:126""","""CAPEC_TO_TECHNIQUE"""
